Time	CFP	YFP	
Seconds	mV	mV	
			
1149	2948,79	3176,46
1150	2916,84	3132,92
1151	2873,51	3151,03
1152	2917,86	3102,61
1153	2977,88	3111,15
1154	2944,52	3124,58
1155	2979,61	3123,36
1156	2959,37	3116,65
1157	2904,84	3164,87
1158	2899,14	3192,33
1159	2962,22	3155,91
1160	2886,33	3151,23
1161	2884,09	3151,64
1162	2912,17	3126,72
1163	2960,79	3145,33
1164	2895,68	3146,96
1165	2909,52	3153,27
1166	2925,80	3187,65
1167	2878,59	3153,07
1168	2932,92	3164,26
1169	2946,35	3131,29
1170	2955,91	3136,38
1171	2958,96	3104,84
1172	2863,33	3118,88
1173	2925,39	3191,11
1174	2909,72	3162,42
1175	2910,94	3144,72
1176	2955,30	3156,12
1177	2944,31	3151,64
1178	2923,97	3121,12
1179	2922,13	3107,90
1180	2906,88	3154,49
1181	2880,83	3141,26
1182	2903,82	3141,06
1183	2904,54	3164,87
1184	2957,74	3140,45
1185	2940,85	3146,96
1186	2969,54	3116,03
1187	2963,64	3143,91
1188	2917,86	3186,23
1189	2927,42	3159,37
1190	2964,05	3168,73
1191	2930,27	3171,99
1192	2960,18	3173,82
1193	2875,34	3175,65
1194	2908,50	3157,95
1195	2908,71	3133,94
1196	2946,96	3135,57
1197	2908,10	3137,60
1198	2915,22	3134,96
1199	2929,26	3163,24
1200	2915,01	3134,96
1201	2915,83	3127,84
1202	2919,08	3153,07
1203	2932,31	3170,97
1204	2919,49	3140,45
1205	2892,84	3139,23
1206	2953,26	3175,45
1207	2970,56	3132,52
1208	2935,16	3139,03
1209	2929,87	3137,20
1210	2942,68	3128,85
1211	2947,57	3123,97
1212	2978,09	3143,91
1213	2928,65	3133,74
1214	2888,36	3147,78
1215	2950,01	3131,50
1216	2943,09	3128,24
1217	2977,17	3095,89
1218	3007,79	3147,78
1219	2914,81	3116,44
1220	2912,37	3091,62
1221	2900,57	3145,13
1222	2993,96	3162,22
1223	2959,17	3115,83
1224	2895,07	3105,66
1225	2954,28	3137,20
1226	2968,32	3181,35
1227	3020,41	3182,36
1228	3040,75	3150,62
1229	2994,77	3154,49
1230	2870,66	3199,96
1231	2920,30	3185,82
1232	2954,08	3173,00
1233	2992,53	3171,78
1234	2976,87	3173,21
1235	2931,09	3174,84
1236	2963,03	3153,88
1237	2950,01	3157,54
1238	2968,93	3210,24
1239	2847,67	3403,12
1240	2620,40	3586,85
1241	2325,78	3836,50
1242	2166,07	4062,95
1243	1970,95	4182,08
1244	1657,41	3059,68
1245	268,98	268,16
1246	208,75	198,17
1247	207,74	201,22
1248	203,06	195,53
1249	207,13	198,99
1250	199,39	188,00
1251	200,51	187,39
1252	192,27	191,26
1253	179,05	191,46
1254	183,32	192,88
1255	179,66	185,97
1256	194,92	195,73
1257	184,95	191,66
1258	218,11	221,77
1259	231,74	232,97
1260	217,91	221,57
1261	251,48	227,88
1262	218,93	207,53
1263	220,55	216,48
1264	229,51	210,89
1265	218,52	208,14
1266	204,48	214,25
1267	206,72	209,97
1268	222,18	220,15
1269	233,98	221,77
1270	224,62	209,97
1271	192,88	211,80
1272	216,69	210,99
1273	206,51	211,40
1274	197,56	214,65
1275	220,76	209,36
1276	205,50	214,65
1277	233,37	218,93
1278	211,19	207,53
1279	199,39	218,32
1280	207,53	223,40
1281	217,09	221,77
1282	198,38	214,65
1283	224,01	219,94
1284	212,42	212,62
1285	228,59	213,64
1286	215,87	219,74
1287	196,95	217,09
1288	200,82	208,75
1289	206,51	213,23
1290	202,65	221,57
1291	205,40	223,40
1292	216,48	216,08
1293	205,50	214,65
1294	217,30	219,13
1295	243,95	214,65
